log_message,cpu,memory,disk,root_cause
Server cpu overloaded by parallel processing tasks,93.29,42.74,27.78,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,97.89,41.45,40.32,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,92.21,52.69,21.32,CPU_OVERLOAD
CPU saturation detected on application server,96.37,57.67,22.14,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,98.9,65.68,54.32,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,91.96,66.22,51.64,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,80.86,58.55,31.2,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,93.53,49.86,37.13,CPU_OVERLOAD
High computational workload causing cpu spike,94.98,32.53,29.83,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,92.71,39.19,49.67,CPU_OVERLOAD
CPU saturation detected on application server,89.97,41.74,58.07,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,96.13,57.63,47.42,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,81.22,32.43,21.76,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,88.37,58.31,48.59,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,89.45,31.06,29.72,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,92.22,49.91,21.44,CPU_OVERLOAD
High computational workload causing cpu spike,87.98,57.09,32.89,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,98.52,67.24,31.28,CPU_OVERLOAD
CPU saturation detected on application server,85.39,42.0,36.99,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,94.76,46.63,58.22,CPU_OVERLOAD
High computational workload causing cpu spike,93.04,34.07,53.46,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,83.72,33.96,42.57,CPU_OVERLOAD
CPU saturation detected on application server,95.76,52.66,58.68,CPU_OVERLOAD
CPU saturation detected on application server,90.34,57.61,43.69,CPU_OVERLOAD
CPU saturation detected on application server,86.38,43.96,35.67,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,87.74,57.14,38.63,CPU_OVERLOAD
CPU saturation detected on application server,92.63,69.69,24.14,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,94.2,61.1,55.85,CPU_OVERLOAD
CPU saturation detected on application server,88.88,30.4,44.36,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,82.67,38.44,40.01,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,80.52,61.57,33.06,CPU_OVERLOAD
CPU saturation detected on application server,96.1,37.7,36.49,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,80.49,53.02,56.35,CPU_OVERLOAD
High computational workload causing cpu spike,83.19,69.68,39.98,CPU_OVERLOAD
High computational workload causing cpu spike,92.51,41.41,39.95,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,82.9,67.5,41.15,CPU_OVERLOAD
High computational workload causing cpu spike,97.68,34.5,42.23,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,92.16,61.15,58.78,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,91.17,63.86,28.79,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,95.3,32.84,56.55,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,93.28,56.62,38.89,CPU_OVERLOAD
High computational workload causing cpu spike,93.92,45.42,28.69,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,93.95,37.88,23.44,CPU_OVERLOAD
High computational workload causing cpu spike,82.0,44.31,54.92,CPU_OVERLOAD
CPU saturation detected on application server,86.17,62.92,53.04,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,81.22,58.11,46.39,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,90.81,64.32,20.29,CPU_OVERLOAD
CPU saturation detected on application server,91.17,37.29,27.96,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,84.88,51.94,29.4,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,90.83,60.24,27.27,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,89.37,39.67,57.03,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,86.53,66.94,28.69,CPU_OVERLOAD
High computational workload causing cpu spike,98.45,51.52,51.87,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,98.61,49.73,29.65,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,89.7,40.9,34.69,CPU_OVERLOAD
High computational workload causing cpu spike,81.64,32.33,42.18,CPU_OVERLOAD
High computational workload causing cpu spike,92.19,33.82,29.2,CPU_OVERLOAD
CPU saturation detected on application server,96.73,38.53,45.06,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,80.97,62.04,39.09,CPU_OVERLOAD
CPU saturation detected on application server,90.58,51.97,26.58,CPU_OVERLOAD
CPU saturation detected on application server,90.76,32.93,58.62,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,87.86,41.35,37.98,CPU_OVERLOAD
High computational workload causing cpu spike,83.7,54.37,52.52,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,91.45,59.6,40.69,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,95.2,56.29,29.32,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,80.82,32.73,46.85,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,84.99,41.57,26.83,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,96.7,39.51,38.31,CPU_OVERLOAD
High computational workload causing cpu spike,89.39,50.02,32.16,CPU_OVERLOAD
High computational workload causing cpu spike,97.22,62.78,47.64,CPU_OVERLOAD
High computational workload causing cpu spike,89.62,65.67,27.82,CPU_OVERLOAD
High computational workload causing cpu spike,87.82,36.53,46.29,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,92.37,41.72,26.38,CPU_OVERLOAD
CPU saturation detected on application server,83.3,49.78,53.12,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,83.38,59.95,49.8,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,98.42,45.06,28.88,CPU_OVERLOAD
CPU saturation detected on application server,83.74,59.39,37.58,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,82.4,61.49,55.64,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,92.25,34.22,23.7,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,92.28,51.27,51.49,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,88.24,42.11,22.22,CPU_OVERLOAD
High computational workload causing cpu spike,85.15,53.39,24.35,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,80.35,62.72,47.63,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,95.29,60.7,48.05,CPU_OVERLOAD
CPU saturation detected on application server,98.97,36.62,21.53,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,97.38,39.99,49.93,CPU_OVERLOAD
CPU saturation detected on application server,86.95,42.17,46.33,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,81.6,58.81,23.8,CPU_OVERLOAD
High computational workload causing cpu spike,85.1,60.19,23.09,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,83.37,48.65,52.84,CPU_OVERLOAD
High computational workload causing cpu spike,96.57,39.62,46.14,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,80.03,50.77,44.73,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,87.56,50.98,38.59,CPU_OVERLOAD
High computational workload causing cpu spike,90.08,48.06,42.33,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,93.4,45.86,42.18,CPU_OVERLOAD
CPU saturation detected on application server,86.65,68.84,31.86,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,93.86,43.88,59.11,CPU_OVERLOAD
High computational workload causing cpu spike,95.89,31.85,36.41,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,87.49,44.32,53.01,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,91.63,37.45,26.55,CPU_OVERLOAD
CPU saturation detected on application server,90.62,54.17,34.22,CPU_OVERLOAD
CPU saturation detected on application server,86.67,48.37,44.87,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,85.28,57.53,47.75,CPU_OVERLOAD
CPU saturation detected on application server,85.97,53.64,47.91,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,97.83,33.65,27.32,CPU_OVERLOAD
CPU saturation detected on application server,88.46,67.39,56.3,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,84.08,32.29,24.02,CPU_OVERLOAD
CPU saturation detected on application server,86.81,45.25,48.16,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,92.31,32.25,56.16,CPU_OVERLOAD
High computational workload causing cpu spike,90.39,35.12,38.27,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,92.98,64.45,50.85,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,94.9,55.52,52.73,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,85.15,43.25,55.86,CPU_OVERLOAD
CPU saturation detected on application server,98.89,64.14,37.02,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,84.96,38.74,47.29,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,88.81,51.17,23.42,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,98.0,62.28,28.79,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,98.26,53.97,25.21,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,98.99,49.04,40.13,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,94.08,44.95,26.78,CPU_OVERLOAD
High computational workload causing cpu spike,89.39,41.75,56.3,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,91.56,69.8,32.89,CPU_OVERLOAD
CPU saturation detected on application server,92.07,33.66,33.74,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,96.38,66.51,56.98,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,89.67,48.66,25.5,CPU_OVERLOAD
CPU saturation detected on application server,81.91,34.95,46.38,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,90.16,46.18,58.34,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,93.92,59.63,22.76,CPU_OVERLOAD
CPU saturation detected on application server,81.08,63.36,20.02,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,91.3,36.75,28.02,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,98.22,44.73,55.8,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,80.19,42.94,36.69,CPU_OVERLOAD
CPU saturation detected on application server,92.0,43.32,20.39,CPU_OVERLOAD
High computational workload causing cpu spike,85.62,33.28,47.77,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,94.3,39.21,44.8,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,80.26,41.47,26.49,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,85.39,69.85,32.86,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,89.35,57.19,28.86,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,86.36,59.69,28.5,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,91.08,49.78,47.04,CPU_OVERLOAD
High computational workload causing cpu spike,89.46,63.15,42.5,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,90.67,39.33,46.01,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,82.02,65.68,37.83,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,91.19,60.79,36.48,CPU_OVERLOAD
High computational workload causing cpu spike,82.81,52.81,38.27,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,92.46,55.74,44.98,CPU_OVERLOAD
CPU saturation detected on application server,89.8,46.8,51.4,CPU_OVERLOAD
High computational workload causing cpu spike,92.68,57.18,50.79,CPU_OVERLOAD
CPU saturation detected on application server,91.52,53.37,53.55,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,84.19,61.51,43.88,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,84.34,32.13,48.27,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,97.46,33.08,40.01,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,95.11,39.15,23.77,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,88.18,42.78,46.68,CPU_OVERLOAD
CPU saturation detected on application server,91.02,55.88,24.26,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,85.75,30.64,38.43,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,95.57,47.38,36.2,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,85.56,40.71,21.28,CPU_OVERLOAD
CPU saturation detected on application server,98.0,57.65,35.16,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,98.96,31.55,27.65,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,82.62,58.49,53.1,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,98.93,68.26,34.64,CPU_OVERLOAD
High computational workload causing cpu spike,90.72,33.25,32.13,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,84.56,56.12,24.93,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,98.05,65.03,27.54,CPU_OVERLOAD
High computational workload causing cpu spike,89.31,56.96,51.91,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,98.37,31.09,42.66,CPU_OVERLOAD
High computational workload causing cpu spike,96.69,57.87,57.82,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,92.91,49.97,45.75,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,93.12,59.17,56.93,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,84.9,42.48,50.67,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,97.16,55.35,27.83,CPU_OVERLOAD
High computational workload causing cpu spike,83.6,55.73,37.68,CPU_OVERLOAD
High computational workload causing cpu spike,94.05,55.45,52.02,CPU_OVERLOAD
High computational workload causing cpu spike,86.8,34.27,59.09,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,90.67,58.1,49.43,CPU_OVERLOAD
High computational workload causing cpu spike,94.07,60.39,45.4,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,91.13,67.06,40.6,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,92.03,64.71,31.48,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,83.17,33.11,30.11,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,92.21,58.72,26.24,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,91.49,66.12,22.29,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,82.93,65.47,42.67,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,95.34,58.88,32.16,CPU_OVERLOAD
High computational workload causing cpu spike,90.33,45.04,44.99,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,82.37,65.46,39.85,CPU_OVERLOAD
High computational workload causing cpu spike,97.29,58.97,51.18,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,97.64,34.83,26.64,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,86.46,65.14,52.03,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,84.18,59.57,44.75,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,81.11,35.64,29.83,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,88.22,68.83,26.93,CPU_OVERLOAD
High computational workload causing cpu spike,91.53,57.98,30.9,CPU_OVERLOAD
CPU saturation detected on application server,95.91,62.92,53.44,CPU_OVERLOAD
High computational workload causing cpu spike,94.23,42.6,28.22,CPU_OVERLOAD
High computational workload causing cpu spike,86.24,45.16,49.22,CPU_OVERLOAD
CPU saturation detected on application server,81.44,50.76,38.05,CPU_OVERLOAD
CPU saturation detected on application server,92.87,54.23,36.22,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,80.44,67.54,37.18,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,88.22,42.23,26.57,CPU_OVERLOAD
High computational workload causing cpu spike,82.42,62.43,31.81,CPU_OVERLOAD
CPU saturation detected on application server,89.18,32.07,34.84,CPU_OVERLOAD
CPU saturation detected on application server,92.32,56.23,53.11,CPU_OVERLOAD
High computational workload causing cpu spike,86.58,43.26,20.99,CPU_OVERLOAD
High computational workload causing cpu spike,86.88,58.02,47.88,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,91.73,67.29,55.88,CPU_OVERLOAD
High computational workload causing cpu spike,84.3,67.58,47.77,CPU_OVERLOAD
High computational workload causing cpu spike,80.28,35.48,25.76,CPU_OVERLOAD
CPU saturation detected on application server,86.92,30.85,56.36,CPU_OVERLOAD
CPU saturation detected on application server,96.04,50.9,36.51,CPU_OVERLOAD
CPU saturation detected on application server,97.11,64.82,27.54,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,84.99,53.67,24.75,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,97.03,54.79,53.84,CPU_OVERLOAD
High computational workload causing cpu spike,91.08,53.03,42.5,CPU_OVERLOAD
CPU saturation detected on application server,88.6,53.47,32.99,CPU_OVERLOAD
CPU saturation detected on application server,82.96,42.31,28.0,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,85.64,54.5,36.65,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,90.63,68.26,49.56,CPU_OVERLOAD
CPU saturation detected on application server,89.3,54.69,56.59,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,97.25,62.64,23.06,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,87.54,66.2,39.2,CPU_OVERLOAD
CPU saturation detected on application server,80.26,45.46,38.73,CPU_OVERLOAD
Server cpu overloaded by parallel processing tasks,97.98,37.21,52.94,CPU_OVERLOAD
High computational workload causing cpu spike,88.21,55.17,28.22,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,95.72,48.28,37.45,CPU_OVERLOAD
High computational workload causing cpu spike,87.26,66.79,27.25,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,90.6,30.09,35.64,CPU_OVERLOAD
CPU saturation detected on application server,98.78,43.62,52.13,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,81.42,66.51,36.34,CPU_OVERLOAD
High computational workload causing cpu spike,90.72,64.43,45.42,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,95.28,33.81,38.48,CPU_OVERLOAD
Kubernetes pod cpu throttling detected,90.66,45.95,31.18,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,93.89,66.41,24.02,CPU_OVERLOAD
CPU usage reached 95 percent due to heavy workload,90.86,44.64,24.31,CPU_OVERLOAD
